day,moviecode,moviename,starttime,finishtime,screen,seat,A,B,C,D,E,F,G,H,I,J
20191028,AC,movie3,2220,0000,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AC,movie3,0030,0210,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AC,movie3,0240,0420,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AC,movie3,0450,0630,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AC,movie3,0700,0840,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AC,movie3,0910,1050,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AC,movie3,1120,1300,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AC,movie3,1330,1510,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AC,movie3,1540,1720,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AC,movie3,1750,1930,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AC,movie3,2000,2140,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AC,movie3,2210,2350,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AC,movie3,0020,0200,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AC,movie3,0230,0410,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AC,movie3,0440,0620,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AC,movie3,0650,0830,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AC,movie3,0900,1040,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AC,movie3,1110,1250,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AC,movie3,1320,1500,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AC,movie3,1530,1710,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AC,movie3,1740,1920,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AC,movie3,1950,2130,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AC,movie3,2200,2340,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AC,movie3,0010,0150,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AC,movie3,0220,0400,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AC,movie3,0430,0610,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AC,movie3,0640,0820,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AC,movie3,0850,1030,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AC,movie3,1100,1240,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AC,movie3,1310,1450,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AC,movie3,1520,1700,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AC,movie3,1730,1910,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AC,movie3,1940,2120,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AC,movie3,2150,2330,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AC,movie3,0000,0140,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AC,movie3,0210,0350,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AC,movie3,0420,0600,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AC,movie3,0630,0810,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AC,movie3,0840,1020,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AC,movie3,1050,1230,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AC,movie3,1300,1440,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AC,movie3,1510,1650,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AC,movie3,1720,1900,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AC,movie3,1930,2110,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AC,movie3,2140,2320,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AC,movie3,2350,0130,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AC,movie3,0200,0340,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AC,movie3,0410,0550,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AC,movie3,0620,0800,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AC,movie3,0830,1010,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AC,movie3,1040,1220,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AC,movie3,1250,1430,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AC,movie3,1500,1640,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AC,movie3,1710,1850,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AC,movie3,1920,2100,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AC,movie3,2130,2310,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AC,movie3,2340,0120,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AC,movie3,0150,0330,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AC,movie3,0400,0540,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AC,movie3,0610,0750,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AC,movie3,0820,1000,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AC,movie3,1030,1210,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AC,movie3,1240,1420,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AC,movie3,1450,1630,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AC,movie3,1700,1840,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AC,movie3,1910,2050,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AC,movie3,2120,2300,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AC,movie3,2330,0110,screen3,9x9,000000000,000000000,000000000,000000000,000000001,000000000,000000000,000000000,000000000,000000000
20191104,AC,movie3,0140,0320,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AC,movie3,0350,0530,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AC,movie3,0600,0740,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AC,movie3,0810,0950,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AC,movie3,1020,1200,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AC,movie3,1230,1410,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AC,movie3,1440,1620,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AC,movie3,1650,1830,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AC,movie3,1900,2040,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AC,movie3,2110,2250,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AC,movie3,2320,0100,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AC,movie3,0130,0310,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AC,movie3,0340,0520,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AC,movie3,0550,0730,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AC,movie3,0800,0940,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AC,movie3,1010,1150,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AC,movie3,1220,1400,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AC,movie3,1430,1610,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AC,movie3,1640,1820,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AC,movie3,1850,2030,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AC,movie3,2100,2240,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AC,movie3,2310,0050,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AC,movie3,0120,0300,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AC,movie3,0330,0510,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AC,movie3,0540,0720,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AC,movie3,0750,0930,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AC,movie3,1000,1140,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AC,movie3,1210,1350,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AC,movie3,1420,1600,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AC,movie3,1630,1810,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AC,movie3,1840,2020,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AC,movie3,2050,2230,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AC,movie3,2300,0040,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AC,movie3,0110,0250,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AC,movie3,0320,0500,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AC,movie3,0530,0710,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AC,movie3,0740,0920,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AC,movie3,0950,1130,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AC,movie3,1200,1340,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AC,movie3,1410,1550,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AC,movie3,1620,1800,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AC,movie3,1830,2010,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AC,movie3,2040,2220,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AC,movie3,2250,0030,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AC,movie3,0100,0240,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AC,movie3,0310,0450,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AC,movie3,0520,0700,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AC,movie3,0730,0910,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AC,movie3,0940,1120,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AC,movie3,1150,1330,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AC,movie3,1400,1540,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AC,movie3,1610,1750,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AC,movie3,1820,2000,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AC,movie3,2030,2210,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AC,movie3,2240,0020,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AC,movie3,0050,0230,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AC,movie3,0300,0440,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AC,movie3,0510,0650,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AC,movie3,0720,0900,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AC,movie3,0930,1110,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AC,movie3,1140,1320,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AC,movie3,1350,1530,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AC,movie3,1600,1740,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AC,movie3,1810,1950,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AC,movie3,2020,2200,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AC,movie3,2230,0010,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AC,movie3,0040,0220,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AC,movie3,0250,0430,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AC,movie3,0500,0640,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AC,movie3,0710,0850,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AC,movie3,0920,1100,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AC,movie3,1130,1310,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AC,movie3,1340,1520,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AC,movie3,1550,1730,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AC,movie3,1800,1940,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AC,movie3,2010,2150,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AC,movie3,2220,0000,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AC,movie3,0030,0210,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AC,movie3,0240,0420,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AC,movie3,0450,0630,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AC,movie3,0700,0840,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AC,movie3,0910,1050,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AC,movie3,1120,1300,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AC,movie3,1330,1510,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AC,movie3,1540,1720,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AC,movie3,1750,1930,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AC,movie3,2000,2140,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AC,movie3,2210,2350,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AC,movie3,0020,0200,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AC,movie3,0230,0410,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AC,movie3,0440,0620,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AC,movie3,0650,0830,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AC,movie3,0900,1040,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AC,movie3,1110,1250,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AC,movie3,1320,1500,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AC,movie3,1530,1710,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AC,movie3,1740,1920,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AC,movie3,1950,2130,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AC,movie3,2200,2340,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AC,movie3,0010,0150,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AC,movie3,0220,0400,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AC,movie3,0430,0610,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AC,movie3,0640,0820,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AC,movie3,0850,1030,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AC,movie3,1100,1240,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AC,movie3,1310,1450,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AC,movie3,1520,1700,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AC,movie3,1730,1910,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AC,movie3,1940,2120,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AC,movie3,2150,2330,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AC,movie3,0000,0140,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AC,movie3,0210,0350,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AC,movie3,0420,0600,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AC,movie3,0630,0810,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AC,movie3,0840,1020,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AC,movie3,1050,1230,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AC,movie3,1300,1440,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AC,movie3,1510,1650,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AC,movie3,1720,1900,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AC,movie3,1930,2110,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AC,movie3,2140,2320,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AC,movie3,2350,0130,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AC,movie3,0200,0340,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AC,movie3,0410,0550,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AC,movie3,0620,0800,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AC,movie3,0830,1010,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AC,movie3,1040,1220,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AC,movie3,1250,1430,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AC,movie3,1500,1640,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AC,movie3,1710,1850,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AC,movie3,1920,2100,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AC,movie3,2130,2310,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AC,movie3,2340,0120,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191116,AC,movie3,0150,0330,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191116,AC,movie3,0400,0540,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191116,AC,movie3,0610,0750,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191116,AC,movie3,0820,1000,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191116,AC,movie3,1030,1210,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191116,AC,movie3,1240,1420,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191116,AC,movie3,1450,1630,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191116,AC,movie3,1700,1840,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191116,AC,movie3,1910,2050,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191116,AC,movie3,2120,2300,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191116,AC,movie3,2330,0110,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191117,AC,movie3,0140,0320,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191117,AC,movie3,0350,0530,screen3,9x9,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
